OBJEKTART,UUID,NAME,MIN_E,MIN_N,MIN_Z,MAX_E,MAX_N,MAX_Z,SKIGEBIET,2005 mid,2005 bottom,2005 top,2035 mid,2035 bottom,2035 top,2060 mid,2060 bottom,2060 top,2085 mid,2085 bottom,2085 top
Luftseilbahn,{8EC07EDC-1BE2-4695-82FC-4C277237FA08},Adliswil-Felsenegg,681760,240819,504,680820,240476,811,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{FC824400-A1B8-4B9D-9937-5487527E9609},Aela,773854,141141,1822,774661,140700,2141,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{E4D511FF-03CA-4B68-AAC0-052A931AEEB2},All' Aqua-Stabbiascio,679579,148890,1613,679985,148089,1964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{766AEE1C-9F16-4A77-BFB4-4920B02988F0},All' Aqua-Val d' Olgia,679552,148840,1614,679376,147542,2125,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{6DE99775-BAF9-4ACF-8B78-C1C2F1A19C79},Alp Fräkmünt,662391,204604,1290,661601,204465,1456,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sesselbahn,{DE8F2E8E-CC06-4BB6-937A-38FDAEFDA585},Alpboden-Haldigrat,676261,196802,1236,676301,195094,1941,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{DA3FEADA-8794-41B2-B645-1BFDF534781F},Alpe di Neggia,708724,107696,1388,708276,107749,1531,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{BBE50562-50C5-4738-8E0F-2DCD86574098},Alpe Vegnnasca,703881,117847,1416,704367,117514,1674,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{BCB5AB7E-55D5-41CE-92EE-DB510F31B29F},Altschwändi-Oberberg,713186,244680,716,713134,243697,1003,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{0B655DF4-4430-4CDC-B815-DF3B1CF96935},Amsteg-Arni,693643,181150,514,692619,181479,1304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{51CBEAD8-FC13-4CCA-9B4D-CC974DDCE5F9},Appenzell-Sollegg,748822,243454,816,747970,242322,1172,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{78E565E6-8DAE-493F-B067-BB949371D9C1},Armeebahn Brunnen-Axalphorn,647409,176553,572,646954,173033,2227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{F2CFA27B-10A6-40F5-9D80-278647A979BE},Arsizio-Serpiano,716040,86901,289,716195,86071,655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{48588F46-0936-4FBE-B1B5-DD4D10BED1E9},Arvigo-Braggio,729095,128966,824,729803,129150,1300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{3D437261-D0C7-4803-9A1B-723DD5DEA4E5},Äsch-Oberalp,704925,191367,1236,705004,190265,1850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{95168E09-9C60-4497-AF14-A11E13C1AF4C},Attinghausen–Kohlplatz,690761,190705,490,690287,190233,607,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EC68AACE-4704-4B8A-8764-D1F31A2B5AEE},Barberine-Emosson,561462,100013,1175,561082,101917,1964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{6EE69E6C-1FF4-48BA-883A-D37C48B160A1},Bärenburg-Wasserschloss,752030,161699,1096,751552,161545,1356,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{57E0C73D-818E-4D3E-8582-7F27DC44882D},Bäretswil,707609,244154,728,708008,244004,846,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{F253A010-AD45-45A1-B080-C9B7CCC96723},Beckenhalde,746553,253410,764,746697,253136,831,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{82FF4F4F-FD50-427B-BB9C-DDBACA95F56F},Beckenried-Klewenalp,678732,202205,460,678754,199341,1599,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{F132034D-3836-4B66-B275-E781218DBF15},Bedeia,710190,96421,629,710415,96189,686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{9F1EFC5B-CF95-4FE6-9CF6-98EDE3402508},Bennau 1,697986,222559,886,698182,221763,1059,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{03EC3EAD-7714-4A39-8A7A-AD0EF9EC3092},Bennau 2,697980,222556,886,698176,221754,1060,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{F01BD761-974C-4F07-B780-1F0CAE67E7AB},Bergwald-Dürstenboden,725458,204526,935,726836,204957,1617,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EB9D584F-2BCF-41FC-A9E7-A9C243242379},Beudon,577614,111681,489,577644,112275,882,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{F98DBB7F-4CBD-4CD6-9EA7-4280A9E73D63},Biasca-Val Scura,718497,133468,288,719519,132817,1019,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{A6D7D414-39D0-4BAD-8AAB-98AB812C5C89},Biberegg-Nüsell,693789,216397,958,695049,215781,1334,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{8DAAD015-AA5B-4AC3-AFEC-A1C9B5DC5A2A},Biel Weissenboden,696810,194595,1632,696847,195120,1726,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4D3333FF-B961-40F3-843D-923D54EBBF8E},Bildhus-Gretli 1,720688,234493,810,720906,234282,867,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{66E69749-68D0-4599-9F75-64E1B885ACB6},Birchli-Freiherrenberg,700822,220520,933,700649,219893,1115,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{EEF87506-5716-452E-B9EF-D362A30238F2},Boden-Mäderen,693457,216065,939,693686,215283,1164,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{C7F26B61-D3BA-4281-A407-17FBEB3AC70E},Bodu,637627,111823,1476,637948,111744,1525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{85768199-216C-4184-B98C-B9BEA1561294},Bois–Chenau,578021,145606,1176,577775,144248,1591,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{1BDDDF4C-C08C-45C2-959A-94C2F1703C5F},Bolzbach-Bodmi,687908,194812,475,687304,194694,727,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{9B3E6529-26BA-457F-87F6-7D0FC5E5E601},Bömmeli-Lauftegg,741340,242843,848,741531,242507,941,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sesselbahn,{BAA0E8A8-4148-44EE-9ED0-130EDA5F9FC4},Bontadini,619879,88521,3045,620899,88189,3337,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{05335BD0-1F9D-43DE-96F2-09D6A1CA3B1F},Bordei-Terra Veccia,693526,111583,727,694042,111885,779,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{A9332896-0CFA-4327-B5D9-B9473A167A16},Bosse de Tête de Ran,555985,211663,1284,555586,211682,1413,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{2B6530B7-4DEF-40F6-BA1F-02AB922B0F6B},Brand-Oberegg,712524,242398,830,712900,241739,1053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{76E704E9-9F53-46A2-8011-D0D0AC17FE36},Bristen-Breitlaui,696264,180260,791,695925,180048,1132,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D9C799B4-0270-4709-9BB2-14437E5ED0AC},Bristen-Golzern,697213,180265,837,697962,181222,1400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D4E0EF00-5399-4344-AF6D-684B62288516},Bristen-Waldiberg,695855,180583,788,695459,181391,1181,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{87AE1028-8560-49EB-A34B-7520367000DA},Brügg-Eierschwand,694671,192617,649,694624,193436,1012,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{1793766C-1862-4C6A-9EA4-10C2962559FC},Brügg-Riedlig,694776,192526,658,695675,193849,1261,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{592C9862-AC5F-46D3-9FCB-6762EBB5FBB6},Brülisau-Alp Sigel,753156,239392,943,752575,238773,1596,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{95B4A9C8-C244-4F29-A3AB-7704C83737B2},Brülisau-Hoher Kasten,752636,240355,933,754797,239010,1789,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{DCDDD962-E234-493F-A9E8-B9BA02953CF8},Brülisau-Leugangen,752485,240339,912,751897,239919,1077,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{29DDECC9-8FF0-417B-8D7B-062C04CEE1CA},Brunnen-Urmiberg (KlBU),687736,206206,443,687534,207441,1140,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{1CF2F5B7-C902-4452-8167-4E64D09A0FB0},Brunnenboden-Mastrils,759973,203975,722,759173,203531,957,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{2FBCC7B0-ABDF-4839-A600-63D97236CB04},Brunni-Alp Geschwänd,664604,204395,769,663146,204199,1219,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{0BF38C85-FADD-4420-90D9-9B7939300B34},Brunni-Weid,687012,201491,836,686124,200759,1292,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D4DF1E00-C844-4673-84F5-8EC8D3A76E30},Brunnital-Sittlisalp,701469,189380,1097,700867,189200,1618,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{36798CFF-6F56-4A34-9D90-A98CCE83A9CE},Ca d'Faret-Murtaira,770948,137991,1445,772160,137704,2170,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{39C7133A-4F40-4419-B593-C115D702998E},Cabanna Basodino,683547,140453,964,682598,143731,1861,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{44FA5970-4F95-43A1-851A-F232BD881418},Camorino-Alpe Croveggia,721322,113508,308,722376,112853,936,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{E4433BC1-624D-43F0-AC97-C5E05BC74A76},Campo Blenio 1a,715032,157360,1209,714930,157535,1248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{713FEC1F-0B75-4C39-9CFE-6CFB18E03705},Campo Blenio 1b,715036,157362,1209,714934,157537,1248,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{D34EBB50-99B2-426C-8999-C2EC304017D8},Campo Blenio 2,714957,157537,1241,713834,157859,1587,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{9B5219A5-BC27-44D4-B5EC-4B417C905308},Carasso-Baltico,721750,118351,238,720599,119004,1085,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{DFBFA623-0D13-47E1-984E-611829025447},Cardada,704506,114730,398,703701,116356,1340,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{B5EBF244-5A91-4355-9D00-ED305AA50B88},Cavergno-Taneda,690321,133445,474,689736,134055,1049,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{CF182FE8-2B0E-4764-9C2D-6CBBBFF84D72},Chalais-Brie-Vercorin,605644,124037,516,606760,122821,1309,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{5B4426EC-4559-41B8-8C03-3B0607F51A24},Chälti-Stanserhorn,669484,200023,717,668817,198099,1859,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{0B99831D-1498-41AD-923A-43415F13A7E0},Chapeau-Râblé,551991,216546,1091,551614,216844,1238,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{2E32EE45-E5E6-4188-B067-A80A5FB3F215},Chäppeliberg-Spilau,694982,200241,1192,695071,198970,1722,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{36CBF7B8-6C8A-4EB4-AFA4-EEC2DCA78B36},Château-d´Oex–Praz-Perron,576604,147065,964,577254,145635,1221,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4B09D9EB-A4B1-486C-BC4D-8EA8DE3EFFB3},Chipfen-Tristel,699052,192482,1195,699746,193272,1560,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D8E6C98A-E082-4560-8739-308318E6DB40},Chlital-Gietisflue,685214,194725,1033,685583,194097,1399,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{F3FBC032-37DC-403E-9055-85E3765E850A},Chlital-Musenalp,685075,193359,1197,684399,192931,1489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4913A680-5998-452A-84D9-E6DBC953C5A1},Chrachenhütte,605706,175443,739,605443,175242,820,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{B8C18BEB-0080-4B1A-B8EE-8C4FB4AD4F36},Chrindi-Stockhorn,607932,170290,1646,607630,171376,2147,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{53A5F217-DDCA-4D9C-B3A7-CD9610858D25},Chrüzhütte-Nätschboden,676046,191668,1723,676389,191949,1797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{1855A66A-3F33-4B95-9A7E-1232011FE2D6},Chuderhüsi,621462,191664,1020,621551,191385,1093,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Sesselbahn,{1100A018-D945-4DBC-BE0C-6AC9CE041E14},Cimetta,703906,116695,1336,704243,117478,1650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{131E269B-926B-472A-9B82-BD7F73815136},Cimetta,703937,117451,1578,704303,117532,1655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{4DBF0729-84D5-48C9-9701-D9D9250C9440},Cioss Prato,680334,149360,1547,680197,149558,1603,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{092405D8-05AD-4783-A8A8-0029D9155D30},Claro-Monastero,722894,123868,427,723153,124074,623,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{0B510B11-979C-4E51-95B2-EDA57D327B84},Costa-Cremaso,696467,114709,633,696326,115060,757,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{3D86C639-C743-46FD-BAD4-8372DAE6FECA},Cresmino-Vosa,697094,115996,503,696551,115908,552,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{666AF296-0FB8-43CF-B932-4A819A6DAD60},Crêt Meuron,556194,213058,1274,555859,213169,1343,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{508D0A2E-EA8E-42E5-93F8-FEF247D2426E},Dallenwil-Niederrickenbach,673004,197850,511,675271,198097,1163,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{B8D8759F-8711-4E0C-9825-EF5104328211},Dallenwil-Wiesenberg,672487,198421,490,671048,197770,1010,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{7D448A7D-76B2-402F-9CDE-ED9DA64EC93D},Dallenwil-Wirzweli,672224,197551,578,670740,196300,1225,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4AAA3821-0E35-4A62-9D06-94EA64B710EA},Daubensee,613425,139068,2222,613654,138555,2348,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{49DB160F-FE46-492B-8677-D74ABD5F666D},Diegisbalm-Oberalp,671205,194069,1010,670310,194326,1414,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{D9C891C4-0FD0-490A-83C8-372A71AF2E54},Dixence-Lac des Dix,597272,103672,2138,596806,103276,2379,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{E8CDE3E0-002F-493E-BE03-0828B0EC89CA},Dorénaz-Champex d'Alesse,569555,111064,453,570680,110824,1127,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{2CD5A3DA-ACDE-45EC-9BE5-8DD46C495435},Dzora,586636,99832,1100,587038,100040,1207,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EDA856BF-EAAF-4711-AFC8-1C1F628E8A8D},Egg-Hammen,682191,201077,772,682190,200744,1025,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{80C3E944-E7F1-41C1-88B5-BB7E01202F92},Eggi-Äppigen,660913,173266,695,660623,173687,836,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{8A3AB0C9-8779-49CE-BA50-1CB3E1181B4C},Eggli,731215,197080,1021,730943,196949,1053,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{0A0DE9FC-F09C-4175-AA2B-3CAFB5E11B4A},Eierschwand-Ruogig,694624,193439,1012,695169,195400,1733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{8B1A156A-31AF-469A-9C28-905E98F822BF},Embd-Schalb,629894,118250,1415,629182,118466,1893,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{EE26B2E6-3422-4EC2-A83D-CBB809C3571F},Emmetten-Eggeli,681867,201149,760,681735,200622,1067,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{C3C45FBC-0DAF-47CE-8281-59EFCE3E9EF5},Emmetten-Niederbauen,682230,201097,777,683451,200055,1574,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Gondelbahn,{FE2E6CF7-1183-48AF-891F-6DA459FAB35C},Emmetten-Stockhütte,681826,201112,761,681201,199910,1285,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{A954025A-A193-49E8-B1AD-E0A56AEE1732},Engi,729545,205149,796,729282,205014,888,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{4289AD4E-66D2-4322-BB5E-5E0418473097},Ennenda-Äugsten,725010,210231,490,726544,209807,1448,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{763EC640-99B4-41F3-81FC-B665407FDF9B},Erlenbach-Chrindi,608168,167668,733,607932,170285,1645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{0DE1BD4D-42F8-41D1-968E-CC6D94EC4C3B},Erli,614212,136842,1407,613895,137169,1489,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{5A8E95BB-93BD-429E-B206-00325AD2E228},Erstfeld–Schwandiberg,692660,186104,481,693553,186435,1116,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{91F8380D-C3BA-44FC-80EC-21725FF73A7A},Euthal,704888,216551,898,705357,216615,1041,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{E6E49D45-8594-42F5-92FC-9629D8DA4420},Eyholz-Gibidum,636872,127281,656,638309,124473,2304,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Luftseilbahn,{A9B4CB73-9726-438C-994E-000C29EC1750},Faido-Pianaselva,704375,148169,703,704012,147708,1097,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
Skilift,{6318450D-E647-4095-8112-5AA945BBC50B},Familienlift Rietbad,736156,234022,931,736380,233333,1098,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
